time_s,m28,m28_sigma,m32,m32_sigma,m44,m44_sigma
208.1500,1.977323e-11,4.372787e-13,3.953775e-11,5.163020e-13,6.171923e-12,3.234385e-13
208.2000,1.912415e-11,4.294898e-13,3.983732e-11,5.186986e-13,6.507709e-12,3.301542e-13
208.2500,1.846968e-11,4.216362e-13,4.025605e-11,5.220484e-13,6.350408e-12,3.270082e-13
208.3000,1.831995e-11,4.198394e-13,3.999003e-11,5.199202e-13,6.498080e-12,3.299616e-13
208.3500,1.785726e-11,4.142871e-13,3.984918e-11,5.187934e-13,6.147546e-12,3.229509e-13
208.4000,1.705569e-11,4.046683e-13,3.991501e-11,5.193201e-13,6.340157e-12,3.268031e-13
208.4500,1.678658e-11,4.014390e-13,3.939011e-11,5.151209e-13,6.164687e-12,3.232937e-13
208.5000,1.639740e-11,3.967687e-13,4.038909e-11,5.231127e-13,5.784128e-12,3.156826e-13
208.5500,1.599771e-11,3.919725e-13,4.053205e-11,5.242564e-13,6.587267e-12,3.317453e-13
208.6000,1.571906e-11,3.886288e-13,3.984563e-11,5.187650e-13,6.300600e-12,3.260120e-13
208.6500,1.499121e-11,3.798945e-13,3.966980e-11,5.173584e-13,6.092410e-12,3.218482e-13
208.7000,1.493704e-11,3.792445e-13,4.049257e-11,5.239405e-13,6.008552e-12,3.201710e-13
208.7500,1.427194e-11,3.712633e-13,3.961718e-11,5.169375e-13,6.054325e-12,3.210865e-13
208.8000,1.408573e-11,3.690288e-13,3.951684e-11,5.161347e-13,5.751875e-12,3.150375e-13
208.8500,1.430687e-11,3.716825e-13,4.001640e-11,5.201312e-13,6.205337e-12,3.241067e-13
208.9000,1.342998e-11,3.611598e-13,3.966528e-11,5.173222e-13,5.919297e-12,3.183859e-13
208.9500,1.406511e-11,3.687813e-13,4.025893e-11,5.220714e-13,5.805232e-12,3.161046e-13
209.0000,1.249138e-11,3.498966e-13,4.025294e-11,5.220235e-13,6.116818e-12,3.223364e-13
209.0500,1.300824e-11,3.560988e-13,4.038562e-11,5.230850e-13,5.876203e-12,3.175241e-13
209.1000,1.312826e-11,3.575391e-13,4.029428e-11,5.223543e-13,5.921037e-12,3.184207e-13
209.1500,1.260530e-11,3.512636e-13,3.985635e-11,5.188508e-13,5.577696e-12,3.115539e-13
209.2000,1.227107e-11,3.472529e-13,3.972424e-11,5.177939e-13,5.667759e-12,3.133552e-13
209.2500,1.161858e-11,3.394229e-13,3.983241e-11,5.186593e-13,6.167767e-12,3.233553e-13
209.3000,1.147396e-11,3.376876e-13,3.985070e-11,5.188056e-13,5.745005e-12,3.149001e-13
209.3500,1.121388e-11,3.345665e-13,4.010806e-11,5.208645e-13,5.626415e-12,3.125283e-13
209.4000,1.068178e-11,3.281814e-13,3.989641e-11,5.191713e-13,5.408871e-12,3.081774e-13
209.4500,1.055517e-11,3.266620e-13,3.956051e-11,5.164841e-13,5.613054e-12,3.122611e-13
209.5000,1.111763e-11,3.334116e-13,3.958869e-11,5.167095e-13,6.068500e-12,3.213700e-13
209.5500,1.041983e-11,3.250380e-13,4.016114e-11,5.212892e-13,5.404529e-12,3.080906e-13
209.6000,1.053555e-11,3.264266e-13,4.053142e-11,5.242514e-13,5.483341e-12,3.096668e-13
209.6500,9.940360e-12,3.192843e-13,4.061991e-11,5.249592e-13,5.036554e-12,3.007311e-13
209.7000,9.555810e-12,3.146697e-13,4.023088e-11,5.218470e-13,5.258517e-12,3.051703e-13
209.7500,1.003560e-11,3.204272e-13,4.006859e-11,5.205488e-13,5.115714e-12,3.023143e-13
209.8000,9.989234e-12,3.198708e-13,3.956534e-11,5.165227e-13,5.485195e-12,3.097039e-13
209.8500,1.035598e-11,3.242717e-13,4.051004e-11,5.240804e-13,4.933655e-12,2.986731e-13
209.9000,9.466975e-12,3.136037e-13,4.061911e-11,5.249529e-13,5.128884e-12,3.025777e-13
209.9500,9.042483e-12,3.085098e-13,4.002966e-11,5.202373e-13,5.030024e-12,3.006005e-13
210.0000,9.911210e-12,3.189345e-13,4.066810e-11,5.253448e-13,5.157344e-12,3.031469e-13
210.0500,1.038729e-11,3.246474e-13,4.070908e-11,5.256727e-13,4.887687e-12,2.977537e-13
210.1000,1.085516e-11,3.302619e-13,3.943653e-11,5.154922e-13,4.989631e-12,2.997926e-13
210.1500,1.112275e-11,3.334730e-13,4.075110e-11,5.260088e-13,5.113213e-12,3.022643e-13
210.2000,1.125823e-11,3.350987e-13,4.108959e-11,5.287167e-13,4.890893e-12,2.978179e-13
210.2500,1.142013e-11,3.370416e-13,4.014742e-11,5.211794e-13,5.079300e-12,3.015860e-13
210.3000,1.219604e-11,3.463525e-13,4.039463e-11,5.231570e-13,4.549097e-12,2.909819e-13
210.3500,1.234648e-11,3.481578e-13,4.020158e-11,5.216126e-13,5.223291e-12,3.044658e-13
210.4000,1.260651e-11,3.512781e-13,3.967585e-11,5.174068e-13,5.204767e-12,3.040953e-13
210.4500,1.275728e-11,3.530874e-13,3.957949e-11,5.166359e-13,5.021061e-12,3.004212e-13
210.5000,1.343390e-11,3.612068e-13,3.963930e-11,5.171144e-13,5.021242e-12,3.004248e-13
210.5500,1.405491e-11,3.686589e-13,4.091248e-11,5.272998e-13,4.949490e-12,2.989898e-13
210.6000,1.332342e-11,3.598811e-13,4.036110e-11,5.228888e-13,4.907618e-12,2.981524e-13
210.6500,1.455142e-11,3.746170e-13,4.014640e-11,5.211712e-13,4.961426e-12,2.992285e-13
210.7000,1.448356e-11,3.738028e-13,4.058507e-11,5.246806e-13,4.598700e-12,2.919740e-13
210.7500,1.460505e-11,3.752606e-13,4.075785e-11,5.260628e-13,4.642491e-12,2.928498e-13
210.8000,1.512506e-11,3.815008e-13,4.027859e-11,5.222287e-13,4.576617e-12,2.915323e-13
210.8500,1.556772e-11,3.868127e-13,4.052396e-11,5.241916e-13,4.644382e-12,2.928876e-13
210.9000,1.548140e-11,3.857768e-13,4.019951e-11,5.215961e-13,4.837934e-12,2.967587e-13
210.9500,1.587997e-11,3.905596e-13,3.949287e-11,5.159429e-13,4.617072e-12,2.923414e-13
211.0000,1.596410e-11,3.915692e-13,4.031746e-11,5.225397e-13,4.839140e-12,2.967828e-13
211.0500,1.598771e-11,3.918526e-13,4.013068e-11,5.210454e-13,4.787279e-12,2.957456e-13
211.1000,1.671001e-11,4.005202e-13,3.974332e-11,5.179465e-13,4.665634e-12,2.933127e-13
211.1500,1.657548e-11,3.989058e-13,3.975267e-11,5.180214e-13,5.035353e-12,3.007071e-13
211.2000,1.682359e-11,4.018830e-13,4.041847e-11,5.233478e-13,4.701616e-12,2.940323e-13
211.2500,1.747661e-11,4.097193e-13,4.135947e-11,5.308757e-13,5.272680e-12,3.054536e-13
211.3000,1.722010e-11,4.066412e-13,3.989821e-11,5.191857e-13,4.521856e-12,2.904371e-13
211.3500,1.749433e-11,4.099320e-13,4.054901e-11,5.243921e-13,4.875844e-12,2.975169e-13
211.4000,1.762265e-11,4.114718e-13,4.006650e-11,5.205320e-13,4.984051e-12,2.996810e-13
211.4500,1.747197e-11,4.096637e-13,4.021691e-11,5.217352e-13,4.570441e-12,2.914088e-13
211.5000,1.758075e-11,4.109689e-13,3.942243e-11,5.153794e-13,4.585127e-12,2.917025e-13
211.5500,1.809948e-11,4.171938e-13,3.962608e-11,5.170086e-13,4.773672e-12,2.954734e-13
211.6000,1.812679e-11,4.175215e-13,4.045326e-11,5.236261e-13,4.934656e-12,2.986931e-13
211.6500,1.841527e-11,4.209832e-13,4.098144e-11,5.278515e-13,4.793375e-12,2.958675e-13
211.7000,1.807810e-11,4.169372e-13,4.040117e-11,5.232093e-13,4.616809e-12,2.923362e-13
211.7500,1.841280e-11,4.209536e-13,4.124897e-11,5.299918e-13,5.121884e-12,3.024377e-13
211.8000,1.876347e-11,4.251617e-13,4.062115e-11,5.249692e-13,4.803753e-12,2.960751e-13
211.8500,1.844120e-11,4.212944e-13,4.014281e-11,5.211425e-13,5.177270e-12,3.035454e-13
211.9000,1.920327e-11,4.304393e-13,4.085815e-11,5.268652e-13,5.041495e-12,3.008299e-13
211.9500,1.913626e-11,4.296352e-13,4.081618e-11,5.265294e-13,5.082649e-12,3.016530e-13
212.0000,1.945982e-11,4.335178e-13,4.021842e-11,5.217473e-13,4.762256e-12,2.952451e-13
212.0500,1.894374e-11,4.273249e-13,3.967211e-11,5.173769e-13,5.341011e-12,3.068202e-13
212.1000,1.924602e-11,4.309522e-13,3.988325e-11,5.190660e-13,5.294939e-12,3.058988e-13
212.1500,1.954325e-11,4.345190e-13,4.035909e-11,5.228728e-13,4.880694e-12,2.976139e-13
212.2000,1.972341e-11,4.366809e-13,3.998038e-11,5.198430e-13,4.885515e-12,2.977103e-13
212.2500,1.923355e-11,4.308026e-13,3.976343e-11,5.181075e-13,4.904509e-12,2.980902e-13
212.3000,1.974722e-11,4.369666e-13,4.025746e-11,5.220597e-13,5.240933e-12,3.048187e-13
212.3500,1.968919e-11,4.362702e-13,3.983846e-11,5.187077e-13,5.301794e-12,3.060359e-13
212.4000,1.999174e-11,4.399009e-13,4.011496e-11,5.209197e-13,5.343464e-12,3.068693e-13
212.4500,1.978650e-11,4.374380e-13,4.079144e-11,5.263315e-13,5.378300e-12,3.075660e-13
212.5000,2.018667e-11,4.422400e-13,3.983782e-11,5.187026e-13,5.319587e-12,3.063917e-13
212.5500,2.039544e-11,4.447453e-13,4.042305e-11,5.233844e-13,5.217035e-12,3.043407e-13
212.6000,1.909156e-11,4.290987e-13,3.948393e-11,5.158715e-13,4.967125e-12,2.993425e-13
212.6500,2.045960e-11,4.455152e-13,4.018629e-11,5.214903e-13,4.899041e-12,2.979808e-13
212.7000,2.018373e-11,4.422048e-13,4.023350e-11,5.218680e-13,5.046134e-12,3.009227e-13
212.7500,2.027614e-11,4.433136e-13,3.988441e-11,5.190753e-13,5.372931e-12,3.074586e-13
212.8000,2.018127e-11,4.421753e-13,4.001725e-11,5.201380e-13,5.387413e-12,3.077483e-13
212.8500,2.014688e-11,4.417625e-13,4.007833e-11,5.206267e-13,5.434832e-12,3.086966e-13
212.9000,2.015965e-11,4.419158e-13,4.021441e-11,5.217152e-13,5.384057e-12,3.076811e-13
212.9500,2.104107e-11,4.524929e-13,4.024008e-11,5.219207e-13,5.254667e-12,3.050933e-13
213.0000,2.064946e-11,4.477936e-13,4.000850e-11,5.200680e-13,5.419589e-12,3.083918e-13
213.0500,2.083278e-11,4.499933e-13,4.030591e-11,5.224473e-13,6.039196e-12,3.207839e-13
213.1000,2.033741e-11,4.440489e-13,4.072509e-11,5.258007e-13,5.325101e-12,3.065020e-13
213.1500,2.101639e-11,4.521966e-13,3.987679e-11,5.190143e-13,5.404611e-12,3.080922e-13
213.2000,2.064573e-11,4.477488e-13,4.021258e-11,5.217006e-13,6.034946e-12,3.206989e-13
213.2500,2.133420e-11,4.560104e-13,3.990165e-11,5.192132e-13,5.529320e-12,3.105864e-13
213.3000,2.095369e-11,4.514443e-13,4.031364e-11,5.225091e-13,5.635475e-12,3.127095e-13
213.3500,2.044760e-11,4.453712e-13,4.059916e-11,5.247933e-13,5.504765e-12,3.100953e-13
213.4000,2.084594e-11,4.501513e-13,4.020694e-11,5.216555e-13,5.765261e-12,3.153052e-13
213.4500,2.108800e-11,4.530560e-13,4.035033e-11,5.228026e-13,5.581445e-12,3.116289e-13
213.5000,2.128560e-11,4.554272e-13,3.973362e-11,5.178690e-13,5.875257e-12,3.175051e-13
213.5500,2.093510e-11,4.512212e-13,3.979520e-11,5.183616e-13,5.427521e-12,3.085504e-13
213.6000,2.070366e-11,4.484440e-13,4.101148e-11,5.280918e-13,5.561017e-12,3.112203e-13
213.6500,2.113727e-11,4.536472e-13,4.066216e-11,5.252973e-13,5.855411e-12,3.171082e-13
213.7000,2.152477e-11,4.582972e-13,3.994161e-11,5.195329e-13,5.582752e-12,3.116550e-13
213.7500,2.179054e-11,4.614865e-13,3.986049e-11,5.188839e-13,5.707440e-12,3.141488e-13
213.8000,2.084732e-11,4.501678e-13,4.061540e-11,5.249232e-13,5.854626e-12,3.170925e-13
213.8500,2.103764e-11,4.524516e-13,4.043120e-11,5.234496e-13,5.943192e-12,3.188638e-13
213.9000,2.111500e-11,4.533800e-13,3.962656e-11,5.170125e-13,5.847313e-12,3.169463e-13
213.9500,2.139712e-11,4.567655e-13,4.044345e-11,5.235476e-13,5.675077e-12,3.135015e-13
214.0000,2.113285e-11,4.535942e-13,3.983406e-11,5.186725e-13,5.553415e-12,3.110683e-13
214.0500,2.135278e-11,4.562334e-13,4.046660e-11,5.237328e-13,6.119794e-12,3.223959e-13
214.1000,2.138387e-11,4.566064e-13,4.041102e-11,5.232881e-13,5.831472e-12,3.166294e-13
214.1500,2.134624e-11,4.561549e-13,4.033093e-11,5.226475e-13,5.822731e-12,3.164546e-13
214.2000,2.126559e-11,4.551871e-13,4.072659e-11,5.258127e-13,5.836133e-12,3.167227e-13
214.2500,2.167285e-11,4.600742e-13,4.005480e-11,5.204384e-13,5.638149e-12,3.127630e-13
214.3000,2.137119e-11,4.564543e-13,4.050425e-11,5.240340e-13,5.987277e-12,3.197455e-13
214.3500,2.183391e-11,4.620069e-13,4.009498e-11,5.207598e-13,6.010918e-12,3.202184e-13
214.4000,2.191120e-11,4.629344e-13,3.981587e-11,5.185270e-13,5.970204e-12,3.194041e-13
214.4500,2.151841e-11,4.582209e-13,3.947157e-11,5.157725e-13,5.843720e-12,3.168744e-13
214.5000,2.221025e-11,4.665230e-13,3.965031e-11,5.172024e-13,5.954111e-12,3.190822e-13
214.5500,2.140110e-11,4.568133e-13,3.928561e-11,5.142849e-13,6.293560e-12,3.258712e-13
214.6000,2.172216e-11,4.606659e-13,3.987246e-11,5.189797e-13,5.917521e-12,3.183504e-13
214.6500,2.177127e-11,4.612552e-13,3.930376e-11,5.144301e-13,6.077860e-12,3.215572e-13
214.7000,2.160426e-11,4.592511e-13,3.979505e-11,5.183604e-13,5.947830e-12,3.189566e-13
214.7500,2.170695e-11,4.604834e-13,3.985732e-11,5.188586e-13,6.186903e-12,3.237381e-13
214.8000,2.182222e-11,4.618666e-13,3.987485e-11,5.189988e-13,5.941331e-12,3.188266e-13
214.8500,2.227394e-11,4.672872e-13,3.966160e-11,5.172928e-13,6.349095e-12,3.269819e-13
214.9000,2.158054e-11,4.589665e-13,3.943126e-11,5.154501e-13,6.039604e-12,3.207921e-13
214.9500,2.155282e-11,4.586339e-13,3.988308e-11,5.190647e-13,6.014865e-12,3.202973e-13
215.0000,2.171656e-11,4.605987e-13,3.979313e-11,5.183450e-13,6.311810e-12,3.262362e-13
215.0500,2.131080e-11,4.557295e-13,4.015191e-11,5.212153e-13,5.812862e-12,3.162572e-13
215.1000,2.160310e-11,4.592373e-13,4.012349e-11,5.209879e-13,5.954996e-12,3.190999e-13
215.1500,2.161610e-11,4.593932e-13,3.938133e-11,5.150507e-13,6.451466e-12,3.290293e-13
215.2000,2.175210e-11,4.610251e-13,3.963111e-11,5.170489e-13,6.095318e-12,3.219064e-13
215.2500,2.175536e-11,4.610643e-13,3.966609e-11,5.173287e-13,6.060700e-12,3.212140e-13
215.3000,2.196028e-11,4.635234e-13,3.985462e-11,5.188369e-13,6.147158e-12,3.229432e-13
215.3500,2.188699e-11,4.626439e-13,3.959092e-11,5.167274e-13,5.919010e-12,3.183802e-13
215.4000,2.151546e-11,4.581855e-13,3.943242e-11,5.154594e-13,6.100965e-12,3.220193e-13
215.4500,2.213666e-11,4.656399e-13,3.985475e-11,5.188380e-13,6.120198e-12,3.224040e-13
215.5000,2.156694e-11,4.588033e-13,3.954461e-11,5.163569e-13,6.240620e-12,3.248124e-13
215.5500,2.147899e-11,4.577478e-13,3.961896e-11,5.169517e-13,6.321028e-12,3.264206e-13
215.6000,2.185303e-11,4.622363e-13,4.022909e-11,5.218327e-13,6.465970e-12,3.293194e-13
215.6500,2.137464e-11,4.564957e-13,4.003048e-11,5.202438e-13,6.012118e-12,3.202424e-13
215.7000,2.167743e-11,4.601291e-13,3.976257e-11,5.181006e-13,6.175880e-12,3.235176e-13
215.7500,2.218704e-11,4.662444e-13,3.962864e-11,5.170291e-13,6.348862e-12,3.269772e-13
215.8000,2.188102e-11,4.625722e-13,3.985789e-11,5.188631e-13,6.668244e-12,3.333649e-13
215.8500,2.090596e-11,4.508715e-13,4.012232e-11,5.209786e-13,6.282382e-12,3.256476e-13
215.9000,2.142013e-11,4.570416e-13,3.992104e-11,5.193683e-13,6.351794e-12,3.270359e-13
215.9500,2.165903e-11,4.599084e-13,3.993676e-11,5.194941e-13,6.093664e-12,3.218733e-13
216.0000,2.137753e-11,4.565303e-13,4.020500e-11,5.216400e-13,6.154934e-12,3.230987e-13
216.0500,2.031972e-11,4.438366e-13,3.968909e-11,5.175127e-13,6.287056e-12,3.257411e-13
216.1000,1.939395e-11,4.327274e-13,4.070537e-11,5.256430e-13,6.393618e-12,3.278724e-13
216.1500,1.936752e-11,4.324103e-13,4.024643e-11,5.219714e-13,6.188778e-12,3.237756e-13
216.2000,1.888693e-11,4.266432e-13,3.958966e-11,5.167173e-13,6.497195e-12,3.299439e-13
216.2500,1.888518e-11,4.266222e-13,3.861729e-11,5.089384e-13,5.993610e-12,3.198722e-13
216.3000,1.803107e-11,4.163728e-13,3.977506e-11,5.182005e-13,6.295491e-12,3.259098e-13
216.3500,1.761806e-11,4.114168e-13,3.961043e-11,5.168834e-13,6.726376e-12,3.345275e-13
216.4000,1.682760e-11,4.019312e-13,3.954814e-11,5.163851e-13,6.371349e-12,3.274270e-13
216.4500,1.666344e-11,3.999613e-13,3.958665e-11,5.166932e-13,5.815118e-12,3.163024e-13
216.5000,1.675195e-11,4.010235e-13,3.989855e-11,5.191884e-13,5.848074e-12,3.169615e-13
216.5500,1.602508e-11,3.923010e-13,3.977164e-11,5.181732e-13,6.437517e-12,3.287503e-13
216.6000,1.618320e-11,3.941984e-13,3.969266e-11,5.175413e-13,6.275086e-12,3.255017e-13
216.6500,1.562861e-11,3.875434e-13,3.938545e-11,5.150836e-13,6.236236e-12,3.247247e-13
216.7000,1.483190e-11,3.779828e-13,4.025386e-11,5.220309e-13,5.974750e-12,3.194950e-13
216.7500,1.466114e-11,3.759336e-13,3.990951e-11,5.192761e-13,6.180897e-12,3.236179e-13
216.8000,1.428444e-11,3.714132e-13,3.975278e-11,5.180223e-13,6.314115e-12,3.262823e-13
216.8500,1.366444e-11,3.639733e-13,4.036482e-11,5.229186e-13,6.422751e-12,3.284550e-13
216.9000,1.353702e-11,3.624443e-13,3.951573e-11,5.161258e-13,6.411830e-12,3.282366e-13
216.9500,1.323083e-11,3.587699e-13,3.975852e-11,5.180682e-13,5.846916e-12,3.169383e-13
217.0000,1.302358e-11,3.562830e-13,3.977938e-11,5.182351e-13,5.784415e-12,3.156883e-13
217.0500,1.257776e-11,3.509331e-13,3.983890e-11,5.187112e-13,6.095676e-12,3.219135e-13
217.1000,1.259670e-11,3.511603e-13,4.003321e-11,5.202657e-13,5.645797e-12,3.129159e-13
217.1500,1.267608e-11,3.521130e-13,3.992332e-11,5.193865e-13,5.978153e-12,3.195631e-13
217.2000,1.233145e-11,3.479775e-13,3.952612e-11,5.162090e-13,5.798819e-12,3.159764e-13
217.2500,1.220764e-11,3.464917e-13,3.992101e-11,5.193681e-13,5.996819e-12,3.199364e-13
217.3000,1.154816e-11,3.385779e-13,3.955257e-11,5.164206e-13,5.453423e-12,3.090685e-13
217.3500,1.126303e-11,3.351564e-13,4.060504e-11,5.248403e-13,5.849954e-12,3.169991e-13
217.4000,1.154907e-11,3.385888e-13,4.032529e-11,5.226023e-13,5.535001e-12,3.107000e-13
217.4500,1.137914e-11,3.365496e-13,4.006944e-11,5.205555e-13,5.635985e-12,3.127197e-13
217.5000,1.103346e-11,3.324016e-13,3.996763e-11,5.197410e-13,5.902675e-12,3.180535e-13
217.5500,1.065575e-11,3.278690e-13,4.095832e-11,5.276665e-13,5.564587e-12,3.112917e-13
217.6000,1.047778e-11,3.257334e-13,4.075206e-11,5.260165e-13,5.470428e-12,3.094086e-13
217.6500,1.024367e-11,3.229241e-13,3.979114e-11,5.183291e-13,5.758250e-12,3.151650e-13
217.7000,1.013504e-11,3.216205e-13,3.935614e-11,5.148491e-13,5.310021e-12,3.062004e-13
217.7500,9.822603e-12,3.178712e-13,4.034167e-11,5.227334e-13,5.509572e-12,3.101914e-13
217.8000,9.706107e-12,3.164733e-13,4.060310e-11,5.248248e-13,5.627908e-12,3.125582e-13
217.8500,8.969304e-12,3.076316e-13,3.970797e-11,5.176637e-13,5.287928e-12,3.057586e-13
217.9000,9.788031e-12,3.174564e-13,4.033571e-11,5.226857e-13,5.051169e-12,3.010234e-13
217.9500,9.431946e-12,3.131834e-13,4.096939e-11,5.277551e-13,5.301132e-12,3.060226e-13
218.0000,9.069815e-12,3.088378e-13,4.026042e-11,5.220834e-13,5.422179e-12,3.084436e-13
218.0500,9.186690e-12,3.102403e-13,4.066395e-11,5.253116e-13,5.257839e-12,3.051568e-13
218.1000,8.419977e-12,3.010397e-13,3.983717e-11,5.186974e-13,5.132429e-12,3.026486e-13
218.1500,8.777566e-12,3.053308e-13,4.014776e-11,5.211821e-13,5.237668e-12,3.047534e-13
218.2000,8.591588e-12,3.030991e-13,4.020412e-11,5.216329e-13,4.793336e-12,2.958667e-13
218.2500,8.221441e-12,2.986573e-13,3.986141e-11,5.188913e-13,4.996935e-12,2.999387e-13
218.3000,8.294561e-12,2.995347e-13,4.023910e-11,5.219128e-13,4.751855e-12,2.950371e-13
218.3500,8.520833e-12,3.022500e-13,4.057918e-11,5.246334e-13,4.781060e-12,2.956212e-13
218.4000,8.749971e-12,3.049997e-13,4.106034e-11,5.284827e-13,5.022765e-12,3.004553e-13
218.4500,8.141203e-12,2.976944e-13,3.978661e-11,5.182929e-13,4.721782e-12,2.944356e-13
218.5000,8.171521e-12,2.980583e-13,4.045106e-11,5.236085e-13,4.804225e-12,2.960845e-13
218.5500,8.253240e-12,2.990389e-13,3.983087e-11,5.186470e-13,4.845818e-12,2.969164e-13
218.6000,7.764149e-12,2.931698e-13,4.052732e-11,5.242185e-13,4.840324e-12,2.968065e-13
218.6500,7.637103e-12,2.916452e-13,4.027391e-11,5.221913e-13,4.939818e-12,2.987964e-13
218.7000,7.995507e-12,2.959461e-13,3.990719e-11,5.192575e-13,4.932704e-12,2.986541e-13
218.7500,7.441392e-12,2.892967e-13,3.950714e-11,5.160571e-13,4.580450e-12,2.916090e-13
218.8000,7.256646e-12,2.870798e-13,4.056759e-11,5.245407e-13,4.671072e-12,2.934214e-13
218.8500,7.144903e-12,2.857388e-13,4.032826e-11,5.226261e-13,4.705372e-12,2.941074e-13
218.9000,7.240181e-12,2.868822e-13,4.122114e-11,5.297691e-13,4.262680e-12,2.852536e-13
218.9500,7.609729e-12,2.913167e-13,4.046610e-11,5.237288e-13,4.597980e-12,2.919596e-13
219.0000,7.246054e-12,2.869526e-13,4.041135e-11,5.232908e-13,4.485490e-12,2.897098e-13
219.0500,7.164536e-12,2.859744e-13,4.061205e-11,5.248964e-13,4.297972e-12,2.859594e-13
219.1000,7.470978e-12,2.896517e-13,4.104760e-11,5.283808e-13,4.226979e-12,2.845396e-13
219.1500,7.198298e-12,2.863796e-13,4.008531e-11,5.206825e-13,3.995519e-12,2.799104e-13
219.2000,7.172613e-12,2.860714e-13,4.103663e-11,5.282930e-13,4.081613e-12,2.816323e-13
219.2500,6.885119e-12,2.826214e-13,4.072805e-11,5.258244e-13,3.925045e-12,2.785009e-13
219.3000,6.891808e-12,2.827017e-13,4.111339e-11,5.289071e-13,4.326390e-12,2.865278e-13
219.3500,6.724726e-12,2.806967e-13,4.030640e-11,5.224512e-13,4.109744e-12,2.821949e-13
219.4000,6.915239e-12,2.829829e-13,4.049507e-11,5.239605e-13,3.869855e-12,2.773971e-13
219.4500,6.583968e-12,2.790076e-13,4.010713e-11,5.208571e-13,4.055780e-12,2.811156e-13
219.5000,6.657117e-12,2.798854e-13,4.046869e-11,5.237495e-13,4.091068e-12,2.818214e-13
219.5500,6.387715e-12,2.766526e-13,4.026212e-11,5.220970e-13,4.095841e-12,2.819168e-13
219.6000,6.742056e-12,2.809047e-13,4.105667e-11,5.284534e-13,3.753849e-12,2.750770e-13
219.6500,6.685423e-12,2.802251e-13,4.102263e-11,5.281811e-13,4.029534e-12,2.805907e-13
219.7000,6.452688e-12,2.774323e-13,4.101645e-11,5.281316e-13,3.551218e-12,2.710244e-13
219.7500,6.801602e-12,2.816192e-13,4.094983e-11,5.275987e-13,3.839570e-12,2.767914e-13
219.8000,6.396825e-12,2.767619e-13,4.127285e-11,5.301828e-13,4.112342e-12,2.822468e-13
219.8500,6.283286e-12,2.753994e-13,4.046108e-11,5.236886e-13,4.120031e-12,2.824006e-13
219.9000,6.112872e-12,2.733545e-13,4.091848e-11,5.273479e-13,3.713375e-12,2.742675e-13
219.9500,7.029786e-12,2.843574e-13,4.105892e-11,5.284714e-13,3.693837e-12,2.738767e-13
220.0000,6.825545e-12,2.819065e-13,4.068905e-11,5.255124e-13,3.324291e-12,2.664858e-13
220.0500,7.451033e-12,2.894124e-13,4.047390e-11,5.237912e-13,3.423648e-12,2.684730e-13
220.1000,8.071939e-12,2.968633e-13,4.088235e-11,5.270588e-13,3.685238e-12,2.737048e-13
220.1500,8.216532e-12,2.985984e-13,4.042493e-11,5.233995e-13,3.709013e-12,2.741803e-13
220.2000,9.302897e-12,3.116348e-13,4.095661e-11,5.276529e-13,3.685875e-12,2.737175e-13
220.2500,9.268758e-12,3.112251e-13,4.062390e-11,5.249912e-13,3.256751e-12,2.651350e-13
220.3000,9.851393e-12,3.182167e-13,4.051840e-11,5.241472e-13,3.658416e-12,2.731683e-13
220.3500,1.039181e-11,3.247017e-13,4.064494e-11,5.251595e-13,3.145669e-12,2.629134e-13
220.4000,1.072454e-11,3.286945e-13,4.047855e-11,5.238284e-13,3.145347e-12,2.629069e-13
220.4500,1.136070e-11,3.363284e-13,4.096525e-11,5.277220e-13,3.681617e-12,2.736323e-13
220.5000,1.139423e-11,3.367308e-13,4.067395e-11,5.253916e-13,3.612052e-12,2.722410e-13
220.5500,1.177602e-11,3.413123e-13,4.019738e-11,5.215790e-13,3.311564e-12,2.662313e-13
220.6000,1.229626e-11,3.475551e-13,4.115342e-11,5.292273e-13,3.111280e-12,2.622256e-13
220.6500,1.258566e-11,3.510279e-13,4.033637e-11,5.226909e-13,3.121908e-12,2.624382e-13
220.7000,1.273260e-11,3.527912e-13,4.037794e-11,5.230235e-13,3.865427e-12,2.773085e-13
220.7500,1.296485e-11,3.555782e-13,4.057671e-11,5.246137e-13,3.183096e-12,2.636619e-13
220.8000,1.369246e-11,3.643095e-13,4.075070e-11,5.260056e-13,3.295680e-12,2.659136e-13
220.8500,1.373707e-11,3.648448e-13,4.066298e-11,5.253039e-13,3.280974e-12,2.656195e-13
220.9000,1.432791e-11,3.719350e-13,4.095503e-11,5.276403e-13,3.362189e-12,2.672438e-13
220.9500,1.447092e-11,3.736511e-13,4.074522e-11,5.259617e-13,3.439454e-12,2.687891e-13
221.0000,1.453740e-11,3.744488e-13,3.985424e-11,5.188339e-13,3.677879e-12,2.735576e-13
221.0500,1.502453e-11,3.802943e-13,4.101512e-11,5.281210e-13,3.698147e-12,2.739629e-13
221.1000,1.515135e-11,3.818162e-13,4.110377e-11,5.288302e-13,3.478627e-12,2.695725e-13
221.1500,1.565037e-11,3.878045e-13,4.071404e-11,5.257123e-13,3.395091e-12,2.679018e-13
221.2000,1.577942e-11,3.893531e-13,4.089485e-11,5.271588e-13,3.665472e-12,2.733094e-13
221.2500,1.608039e-11,3.929646e-13,4.039984e-11,5.231987e-13,3.745281e-12,2.749056e-13
